step,p_min,p_1pct,p_5pct,p_med,w_med,w_95pct,w_99pct,w_max,ess,ess_ratio,dy_max,dy_mean,dy_std,top1_ratio,grad_norm,is_clipped,act_mean,act_std,na_mean,na_std,na_min,na_max,na_95pct,na_99pct,ra_mean,ra_std,ra_min,ra_max,ra_95pct,ra_99pct
12,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,567.0,1.0,0.05245884135365486,0.01722761243581772,0.010113291442394257,0.005370447987195571,0.04800000414252281,0,0.0,0.0,0.014642021618783474,0.9993845820426941,-2.6229422092437744,2.4070732593536377,1.4644567966461182,1.8793827295303345,-0.10893980413675308,0.6229291558265686,-1.7529798746109009,1.3822931051254272,0.7947482466697693,1.0533767938613892
13,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.051738932728767395,0.01698128506541252,0.010298739187419415,0.0029754109478939772,0.03455332666635513,0,0.0,0.0,-0.003010619431734085,0.9933609366416931,-2.3398385047912598,2.586946725845337,1.5311592817306519,1.9157218933105469,-0.08573292195796967,0.615776538848877,-1.5343139171600342,1.519761085510254,0.8652868270874023,1.103674054145813
14,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.052365612238645554,0.01735866069793701,0.010145873762667179,0.0029459814954433568,0.015698889270424843,0,0.0,0.0,0.009062152355909348,1.005638599395752,-2.6182806491851807,2.1895995140075684,1.4825221300125122,1.8324501514434814,-0.07824910432100296,0.6233873963356018,-1.7069181203842163,1.2734485864639282,0.8351370692253113,1.052054524421692
15,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.0582687109708786,0.017054183408617973,0.010486437007784843,0.0033366029140242436,0.021352631971240044,0,0.0,0.0,-0.02816637232899666,1.0009710788726807,-2.913435697555542,2.3970658779144287,1.5286108255386353,1.8895704746246338,-0.10132676362991333,0.62049400806427,-1.8898824453353882,1.4020553827285767,0.8637071251869202,1.0874630212783813
16,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,701.0,1.0,0.04971802979707718,0.017205743119120598,0.010233546607196331,0.0041221373553503755,0.030929500237107277,0,0.0,0.0,0.03230473771691322,1.0009595155715942,-2.4859015941619873,2.266495943069458,1.4930241107940674,1.8483906984329224,-0.06384120136499405,0.6204869151115417,-1.6248573064804077,1.3211160898208618,0.8416471481323242,1.0619360208511353
17,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05367881804704666,0.01680142618715763,0.0104382848367095,0.003120016132269617,0.02537975274026394,0,0.0,0.0,-0.022959433495998383,0.9890786409378052,-2.4547576904296875,2.683940887451172,1.4970357418060303,1.8709741830825806,0.06029908359050751,0.6031956076622009,-1.4227478504180908,1.7111186981201172,0.9872774481773376,1.215325951576233
18,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05258360132575035,0.016926700249314308,0.01043533906340599,0.00303373796506843,0.046004440635442734,0,0.0,0.0,0.02866884134709835,0.9941837787628174,-2.6291801929473877,2.387319326400757,1.519460916519165,1.9797332286834717,0.09178489446640015,0.6063089966773987,-1.5291205644607544,1.5302221775054932,1.0009535551071167,1.2816532850265503
19,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.0493527352809906,0.017338259145617485,0.01071201078593731,0.0027797502703738675,0.03426521643996239,0,0.0,0.0,0.008504525758326054,1.019347071647644,-2.467636823654175,2.3372583389282227,1.5399878025054932,2.0537567138671875,0.07948756217956543,0.6216549873352051,-1.4306023120880127,1.4996922016143799,1.0134718418121338,1.3267970085144043
20,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,687.0,1.0,0.053505782037973404,0.017002366483211517,0.01039091031998396,0.004580729014431226,0.020275184884667397,0,0.0,0.0,-0.021186351776123047,0.9966106414794922,-2.6752891540527344,2.2699716091156006,1.5155291557312012,1.9267528057098389,0.061380401253700256,0.6077890396118164,-1.55724036693573,1.4586570262908936,0.9985556602478027,1.249342918395996
21,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.048183340579271317,0.017848599702119827,0.010027582757174969,0.002636287681932615,0.03903767094016075,0,0.0,0.0,0.05564868822693825,1.0224926471710205,-2.4091670513153076,2.2542943954467773,1.5746017694473267,1.9603170156478882,0.08021615445613861,0.618757426738739,-1.4113575220108032,1.4107180833816528,0.9994047284126282,1.232818841934204
22,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05110207945108414,0.01755467616021633,0.010218547657132149,0.002842796643383615,0.013841906562447548,0,0.0,0.0,-0.020243104547262192,1.0157787799835205,-2.5551040172576904,2.3136425018310547,1.465872883796692,2.0238125324249268,0.034290529787540436,0.6146945357322693,-1.4996706247329712,1.4466323852539062,0.933607816696167,1.2712428569793701
23,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.0563543364405632,0.017024848610162735,0.010173244401812553,0.0032325416184544537,0.01621229015290737,0,0.0,0.0,-0.0059169018641114235,0.9919799566268921,-2.8177168369293213,2.192474842071533,1.4558972120285034,1.8225380182266235,0.04295997694134712,0.6002928018569946,-1.6585897207260132,1.3733083009719849,0.9275711178779602,1.149442434310913
24,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,584.0,1.0,0.055716533213853836,0.01594332978129387,0.01009473204612732,0.005984008663893803,0.034030307084321976,0,0.0,0.0,-0.05170615762472153,0.9426798224449158,-2.7858266830444336,2.097409248352051,1.35798180103302,1.674818754196167,0.01525078434497118,0.5704590678215027,-1.639291524887085,1.315779685974121,0.8683179616928101,1.0600507259368896
25,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05342476814985275,0.017311803996562958,0.01019853726029396,0.0030137023938521254,0.016795942559838295,0,0.0,0.0,0.056671142578125,1.0033890008926392,-2.671238422393799,2.1558330059051514,1.4813354015350342,1.8328654766082764,-0.04245596006512642,0.5892282128334045,-1.6443883180618286,1.1902517080307007,0.7941611409187317,1.0005929470062256
26,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05350637808442116,0.01695718988776207,0.010116894729435444,0.003081425796014575,0.03380381688475609,0,0.0,0.0,-0.015544304624199867,0.9875249862670898,-2.675318956375122,2.4940102100372314,1.4725040197372437,1.7970499992370605,-0.08486361801624298,0.5799122452735901,-1.6467845439910889,1.3888423442840576,0.7889750599861145,0.9795607328414917
27,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05813252180814743,0.017223527655005455,0.010143051855266094,0.0032960751110572067,0.028119854629039764,0,0.0,0.0,-0.03286947309970856,0.9992356896400452,-2.9066262245178223,2.4869329929351807,1.4786216020584106,2.0164339542388916,-0.09503761678934097,0.5867892503738403,-1.7826170921325684,1.3846862316131592,0.7925674915313721,1.108391284942627
28,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,637.0,1.0,0.05778619274497032,0.017421431839466095,0.010370665229856968,0.005207158534461586,0.020181579515337944,0,0.0,0.0,-0.013274083845317364,1.014228343963623,-2.8893096446990967,2.2729833126068115,1.5420316457748413,1.938718318939209,-0.08353045582771301,0.5955935120582581,-1.7724480628967285,1.2590469121932983,0.8298043012619019,1.0627537965774536
29,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05206606909632683,0.01741679757833481,0.010077294893562794,0.0029193524454306113,0.017674768343567848,0,0.0,0.0,-0.045580267906188965,1.0054370164871216,-2.5363831520080566,2.6033034324645996,1.4513717889785767,1.8438400030136108,-0.036545783281326294,0.597611665725708,-1.5170292854309082,1.5378977060317993,0.8532126545906067,1.086487889289856
30,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.048545073717832565,0.016804780811071396,0.01003706082701683,0.0028210602140872785,0.02869066596031189,0,0.0,0.0,0.05806226655840874,0.9773299098014832,-2.4272537231445312,2.23205828666687,1.517783284187317,1.838493824005127,0.025057263672351837,0.5809053778648376,-1.452164888381958,1.3172370195388794,0.8926863074302673,1.0833102464675903
31,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.052420344203710556,0.017401503399014473,0.010278849862515926,0.0029417999820254216,0.015679793432354927,0,0.0,0.0,-0.03576401248574257,1.010261058807373,-2.6210172176361084,2.2210099697113037,1.4465669393539429,1.7761569023132324,-0.030711203813552856,0.600479006767273,-1.5673340559005737,1.3106701374053955,0.8503566980361938,1.0462583303451538
32,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,631.0,1.0,0.05660029873251915,0.01738245040178299,0.010175298899412155,0.0051603408505195535,0.03711183741688728,0,0.0,0.0,0.0377824641764164,1.0069682598114014,-2.830014944076538,2.3725643157958984,1.4912198781967163,1.9358561038970947,0.013003351166844368,0.5985217690467834,-1.6915581226348877,1.400750994682312,0.8768975138664246,1.141180396080017
33,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.057183463126420975,0.017233580350875854,0.010643578134477139,0.0032403728402587793,0.03994471952319145,0,0.0,0.0,0.05040722340345383,1.0118733644485474,-2.85917329788208,2.64009952545166,1.53718900680542,2.086737871170044,0.0951552614569664,0.5857237577438354,-1.5890579223632812,1.594200849533081,0.9557802081108093,1.273887038230896
34,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05786526948213577,0.016103656962513924,0.010274054482579231,0.0035090819656795925,0.017316557466983795,0,0.0,0.0,-0.01646427810192108,0.9552865028381348,-2.893263578414917,2.3507752418518066,1.454234004020691,1.8050246238708496,0.05644664168357849,0.5529683828353882,-1.6087911128997803,1.4267252683639526,0.9077616333961487,1.1108170747756958
35,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.058651309460401535,0.017443262040615082,0.01021532341837883,0.0032835985185316685,0.010583125986158848,0,0.0,0.0,0.0056603094562888145,1.011069655418396,-2.932565450668335,2.3856961727142334,1.500408411026001,1.890902042388916,0.06925347447395325,0.5852586030960083,-1.631541132926941,1.44693922996521,0.9344896674156189,1.160527229309082
36,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,641.0,1.0,0.05301789566874504,0.017663614824414253,0.010675045661628246,0.004682576344994383,0.021108606830239296,0,0.0,0.0,-0.0632663443684578,1.030587077140808,-2.6508948802948,2.3694241046905518,1.5390865802764893,1.8564889430999756,0.029355216771364212,0.5965561866760254,-1.4684958457946777,1.437520146369934,0.9568785429000854,1.140607237815857
37,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.053310852497816086,0.016783423721790314,0.01086166501045227,0.003101952274779669,0.02683779038488865,0,0.0,0.0,0.02457478456199169,0.9996158480644226,-2.6655426025390625,2.5134661197662354,1.54795503616333,1.9957833290100098,-0.06519156694412231,0.5647359490394592,-1.5849814414978027,1.3409149646759033,0.7954466938972473,1.0484485626220703
38,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05246593430638313,0.016783518716692924,0.01081942766904831,0.0030527724749469594,0.03630494326353073,0,0.0,0.0,-0.018274053931236267,0.9986092448234558,-2.385218620300293,2.6232967376708984,1.5039324760437012,1.9359564781188965,-0.08939914405345917,0.5641672611236572,-1.4266115427017212,1.4029641151428223,0.7705759406089783,1.0146491527557373
39,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.050404906272888184,0.017023485153913498,0.010324993170797825,0.0028915078691040806,0.02946285344660282,0,0.0,0.0,-0.036764658987522125,0.9951716065406799,-2.520245313644409,2.132796287536621,1.4599460363388062,1.852747917175293,-0.09984546899795532,0.5622252225875854,-1.5028952360153198,1.1258543729782104,0.7457256317138672,0.967640221118927
40,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,671.0,1.0,0.05118023604154587,0.017129655927419662,0.010704144835472107,0.004452778697724225,0.013570250943303108,0,0.0,0.0,0.046490252017974854,1.0094255208969116,-2.559011936187744,2.374098300933838,1.5779383182525635,1.9369935989379883,-0.05281035602092743,0.5702779293060303,-1.5247966051101685,1.262178659439087,0.8123857378959656,1.0152350664138794
41,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.061017852276563644,0.017436372116208076,0.010753358714282513,0.0034174394746050163,0.018094586208462715,0,0.0,0.0,-0.07133018970489502,1.0221567153930664,-3.0508925914764404,2.2869176864624023,1.5438690185546875,1.8851690292358398,-0.03806845098733902,0.5797364711761475,-1.7279863357543945,1.299458622932434,0.8780238628387451,1.0715988874435425
42,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.052714910358190536,0.016712293028831482,0.010158849880099297,0.0030803316192374035,0.026657767593860626,0,0.0,0.0,0.0029245694167912006,0.978228747844696,-2.6357455253601074,2.2503063678741455,1.481676697731018,1.8820159435272217,0.004046611953526735,0.5548218488693237,-1.4925274848937988,1.2786937952041626,0.8427501916885376,1.0698105096817017
43,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.04971853271126747,0.016813937574625015,0.010379528626799583,0.0028876790094737805,0.04011905938386917,0,0.0,0.0,0.0394638329744339,0.9875423312187195,-2.485926628112793,2.3557324409484863,1.6137731075286865,1.969381332397461,0.024770578369498253,0.560104250907898,-1.4075547456741333,1.338488221168518,0.9176713228225708,1.1193616390228271
44,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,596.0,1.0,0.05043470114469528,0.017478279769420624,0.010356978513300419,0.0048415507564537235,0.038902852684259415,0,0.0,0.0,0.04972556233406067,1.0152339935302734,-2.345973253250122,2.521735191345215,1.5686521530151367,2.020202875137329,0.03059072233736515,0.5758100748062134,-1.3281774520874023,1.4326400756835938,0.8920801281929016,1.1481859683990479
45,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.060865435749292374,0.01710764318704605,0.010537666268646717,0.003474406231708504,0.019599422812461853,0,0.0,0.0,-0.0004666037857532501,1.004987359046936,-2.897277593612671,3.043271780014038,1.5932750701904297,1.991506576538086,0.034205928444862366,0.5644623637199402,-1.592820167541504,1.7437554597854614,0.9293486475944519,1.1530197858810425
46,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05955954268574715,0.01682625710964203,0.010737564414739609,0.0034567174104762834,0.009430867619812489,0,0.0,0.0,-0.017497625201940536,0.9982139468193054,-2.9779772758483887,2.2570126056671143,1.543141484260559,2.011383295059204,0.024640263989567757,0.5606579780578613,-1.6381460428237915,1.3021442890167236,0.9011905789375305,1.1641838550567627
47,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05995948240160942,0.016739310696721077,0.010920791886746883,0.003498004373877318,0.01950930990278721,0,0.0,0.0,0.02440255880355835,0.9993795156478882,-2.997974157333374,2.522244453430176,1.5567963123321533,2.0551464557647705,0.048173967748880386,0.5613126158714294,-1.649377465248108,1.4511147737503052,0.90885990858078,1.188763976097107
48,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,698.0,1.0,0.05605953186750412,0.01679111458361149,0.010760967619717121,0.004783155831457345,0.029526622965931892,0,0.0,0.0,-0.009445336647331715,0.997633159160614,-2.691185474395752,2.802976608276367,1.5448194742202759,2.011168956756592,0.029162919148802757,0.5603317022323608,-1.477066159248352,1.6087909936904907,0.902133047580719,1.1640634536743164
49,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.058717064559459686,0.016022201627492905,0.011099065653979778,0.0035788392064954834,0.02919822186231613,0,0.0,0.0,-0.0031419084407389164,0.9748681783676147,-2.639885187149048,2.9358532428741455,1.4988292455673218,2.1765706539154053,-0.06131649762392044,0.5287970900535583,-1.491563320159912,1.532880425453186,0.7533966302871704,1.121023416519165
50,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05722516030073166,0.016567412763834,0.011383225210011005,0.0033731244825490002,0.01835709810256958,0,0.0,0.0,-0.02406606823205948,1.0051037073135376,-2.861258029937744,2.7074594497680664,1.506320595741272,2.165072202682495,-0.07266637682914734,0.5451976656913757,-1.6116423606872559,1.4089930057525635,0.7574601769447327,1.1147862672805786
51,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.06707081198692322,0.01697126217186451,0.011455155909061432,0.0038593970894849373,0.011678931303322315,0,0.0,0.0,0.029498392716050148,1.023691177368164,-2.5153391361236572,3.3535406589508057,1.5596143007278442,2.1585805416107178,-0.043611444532871246,0.5552800893783569,-1.4240058660507202,1.759446382522583,0.7863682508468628,1.111264944076538
52,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,659.0,1.0,0.05987232178449631,0.01660204492509365,0.01093410886824131,0.005472415652883151,0.016201447695493698,0,0.0,0.0,-0.0035590839106589556,0.9944803714752197,-2.9936161041259766,2.466843605041504,1.5242923498153687,2.0660674571990967,-0.06154278293251991,0.5394353270530701,-1.6834372282028198,1.2784758806228638,0.7672085762023926,1.061083197593689
53,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.06402174383401871,0.016016138717532158,0.010713625699281693,0.003903639654698399,0.014195170253515244,0,0.0,0.0,-0.06171150878071785,0.9618009924888611,-3.201087236404419,2.8128490447998047,1.4552282094955444,1.9849833250045776,0.01964745856821537,0.5235294699668884,-1.6891838312149048,1.5843340158462524,0.8453511595726013,1.1337084770202637
54,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05665375664830208,0.01643482968211174,0.010947557166218758,0.0033663831811458463,0.0395711213350296,0,0.0,0.0,0.0359080508351326,0.9870415329933167,-2.8326878547668457,2.5712132453918457,1.6072880029678345,1.98270845413208,0.0727839395403862,0.5372684597969055,-1.488655924797058,1.4528063535690308,0.9281206130981445,1.1324702501296997
55,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.06761679798364639,0.016885068267583847,0.011605138890445232,0.003910675884424687,0.0180613175034523,0,0.0,0.0,0.00418710894882679,1.0247639417648315,-3.3808400630950928,2.8584084510803223,1.5468623638153076,2.1952080726623535,0.05551752820611,0.5578016042709351,-1.7870272397994995,1.609133005142212,0.8952296376228333,1.248138427734375
56,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,710.0,1.0,0.05952603369951248,0.017469950020313263,0.011058053001761436,0.004799067944476575,0.01419879961758852,0,0.0,0.0,0.03117630071938038,1.0338289737701416,-2.976301670074463,2.6054253578186035,1.6431300640106201,2.1026644706726074,0.07020833343267441,0.5627358555793762,-1.5668281316757202,1.4714287519454956,0.9476302266120911,1.1977649927139282
57,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.055487699806690216,0.016499560326337814,0.011344418860971928,0.0032841606546310997,0.017530342563986778,0,0.0,0.0,0.007817171514034271,1.001465082168579,-2.7743849754333496,2.6672260761260986,1.577143907546997,2.133009672164917,-0.03163106366991997,0.5449023842811584,-1.545441746711731,1.4153672456741333,0.8222478032112122,1.1246973276138306
58,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.056750401854515076,0.01653568260371685,0.011047758162021637,0.00335155890683295,0.030157601460814476,0,0.0,0.0,-0.012134520336985588,0.9945979714393616,-2.7557694911956787,2.837520122528076,1.5852928161621094,2.027924060821533,-0.04248688742518425,0.5411660075187683,-1.5353130102157593,1.5080251693725586,0.8266816139221191,1.0675197839736938
59,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.057749442756175995,0.016420021653175354,0.011320157907903194,0.00343458378939909,0.017728395760059357,0,0.0,0.0,0.007257645949721336,0.997503936290741,-2.887472152709961,2.4948503971099854,1.6240959167480469,1.9824557304382324,-0.03193550929427147,0.5427471399307251,-1.6069730520248413,1.321576714515686,0.8477946519851685,1.0427801609039307
60,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,674.0,1.0,0.05560418590903282,0.01654711179435253,0.011628002859652042,0.004985691135733776,0.015352069400250912,0,0.0,0.0,-0.004467137157917023,1.0117018222808838,-2.7448601722717285,2.7802093029022217,1.591984510421753,2.2586774826049805,-0.038315027952194214,0.5504722595214844,-1.5293772220611572,1.4768420457839966,0.8303226828575134,1.1930738687515259
61,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.05912867933511734,0.01613827794790268,0.010600535199046135,0.0035780057264848853,0.01962747424840927,0,0.0,0.0,-0.021422039717435837,0.9655130505561829,-2.753493070602417,2.9564340114593506,1.4151098728179932,2.211278200149536,-0.029673956334590912,0.520454466342926,-1.5023815631866455,1.575522780418396,0.7446805238723755,1.173850655555725
62,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.061817560344934464,0.017194610089063644,0.011119434610009193,0.0035109089977414846,0.016953477635979652,0,0.0,0.0,0.018645744770765305,1.024019479751587,-3.0908780097961426,2.714890480041504,1.576658010482788,2.1302621364593506,-0.008075643330812454,0.5519919395446777,-1.6842471361160278,1.4453201293945312,0.8317621946334839,1.1301794052124023
63,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.06144963949918747,0.01721135713160038,0.011034182272851467,0.0034866171862326205,0.019980501383543015,0,0.0,0.0,0.00957125797867775,1.022542119026184,-3.072482109069824,2.584794521331787,1.635736107826233,2.0624921321868896,-0.012967195361852646,0.5511956214904785,-1.6743308305740356,1.375192642211914,0.8636078834533691,1.0936484336853027
64,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,638.0,1.0,0.05857396498322487,0.016299540176987648,0.010873818770051003,0.005632595673784745,0.02827398292720318,0,0.0,0.0,-0.010905955918133259,0.9801586270332336,-2.871452569961548,2.9286983013153076,1.5236791372299194,2.029576301574707,-0.02400532364845276,0.5283490419387817,-1.565967082977295,1.5605720281600952,0.8032041788101196,1.0759053230285645
65,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.06517495959997177,0.016576459631323814,0.011309743858873844,0.003839626971013501,0.021030155941843987,0,0.0,0.0,-0.027386996895074844,1.0033165216445923,-3.2587480545043945,2.4036800861358643,1.5074299573898315,2.0852036476135254,0.027150113135576248,0.5407903790473938,-1.7145622968673706,1.3375017642974854,0.8544206619262695,1.1658422946929932
66,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,1024.0,1.0,0.06059844419360161,0.016489597037434578,0.011398500762879848,0.0035888183333691037,0.02072364278137684,0,0.0,0.0,0.04234771430492401,1.0017240047454834,-2.9536454677581787,3.0299222469329834,1.6302999258041382,2.274911403656006,0.06473731249570847,0.5399319529533386,-1.550111174583435,1.6750479936599731,0.9206478595733643,1.2680951356887817
